Disease,description,workout,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Diet_1,Diet_2,Diet_3,Diet_4,Medication_1,Medication_2,Medication_3,Medication_4,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,Follow a balanced and nutritious diet, fatigue, yellowish_skin, nausea, loss_of_appetite,Hepatitis C Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,IV fluids,Blood transfusions,Platelet transfusions,Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,Follow a balanced and nutritious diet, joint_pain, vomiting, fatigue, yellowish_skin,Hepatitis D Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,IV fluids,Blood transfusions,Platelet transfusions,consult doctor,medication,eat healthy,follow up
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,Stay hydrated, joint_pain, vomiting, fatigue, high_fever,Hepatitis E Diet,High-Calorie Diet,Soft and bland foods,Hydration,Alcohol cessation,Corticosteroids,IV fluids,Liver transplant,stop alcohol consumption,rest,consult doctor,medication
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,Avoid alcohol consumption, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,Antibiotics,Isoniazid,Rifampin,Ethambutol,stop alcohol consumption,consult doctor,medication,follow up
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,Consume a high-protein diet, chills, vomiting, fatigue, weight_loss,TB Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antipyretics,Decongestants,Cough suppressants,Antihistamines,cover mouth,consult doctor,medication,rest
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,Stay hydrated, continuous_sneezing, chills, fatigue, cough,Cold Diet,Hydration,Warm fluids,Rest,Antibiotics,Antiviral drugs,Antifungal drugs,IV fluids,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,Stay hydrated, chills, fatigue, cough, high_fever,Pneumonia Diet,High-Calorie Diet,Soft and bland foods,Hydration,Laxatives,Pain relievers,Warm baths,Cold compresses,consult doctor,medication,rest,follow up
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,Consume high-fiber foods, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,Hemorrhoids Diet,High-Fiber Diet,Hydration,Warm baths,Nitroglycerin,Aspirin,Beta-blockers,Calcium channel blockers,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,Follow a heart-healthy diet, vomiting, breathlessness, sweating, chest_pain,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Compression stockings,Exercise,Elevating the legs,Sclerotherapy,call ambulance,chew or swallow asprin,keep calm,
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.",Consume a high-fiber diet, fatigue, cramps, bruising, obesity,Varicose Veins Diet,High-Fiber Diet,Fruits and vegetables,Whole grains,Levothyroxine,Antithyroid medications,Beta-blockers,Radioactive iodine,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,Include iodine-rich foods, fatigue, weight_gain, cold_hands_and_feets, mood_swings,Hypothyroidism Diet,Iodine-rich foods,Selenium-rich foods,Fruits and vegetables,Antithyroid medications,Radioactive iodine,Thyroid surgery,Beta-blockers,reduce stress,exercise,eat healthy,get proper sleep
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,Limit iodine intake, fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism Diet,Low-Iodine Diet,Calcium-rich foods,Selenium-rich foods,Glucose tablets,Candy or juice,Glucagon injection,IV dextrose,eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,Consume complex carbohydrates, vomiting, fatigue, anxiety, sweating,Hypoglycemia Diet,Complex carbohydrates,Protein-rich snacks,Fiber-rich foods,Pain relievers,Exercise,Hot and cold packs,Joint protection,lie down on side,check in pulse,drink sugary drinks,consult doctor
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,Consume anti-inflammatory foods, joint_pain, neck_pain, knee_pain, hip_joint_pain,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,NSAIDs,Disease-modifying antirheumatic drugs (DMARDs),Biologics,Corticosteroids,acetaminophen,consult nearest hospital,follow up,salt baths
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.",Consume anti-inflammatory foods, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Vestibular rehabilitation,Canalith repositioning,Medications for nausea,Surgery,exercise,use hot and cold therapy,try acupuncture,massage
(vertigo) Paroymsal  Positional Vertigo,,"Avoid trigger foods (caffeine, alcohol)", vomiting, headache, nausea, spinning_movements,,,,,,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,Consume a balanced diet, skin_rash, pus_filled_pimples, blackheads, scurring,Acne Diet,Low-Glycemic Diet,Hydration,Fruits and vegetables,Antibiotics,Pain relievers,Antihistamines,Corticosteroids,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,Stay hydrated, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,UTI Diet,Hydration,Cranberry juice,Probiotics,Antibiotics,Urinary analgesics,Phenazopyridine,Antispasmodics,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, high_fever, blister, red_sore_around_nose,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, shivering, chills, watering_from_eyes,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, acidity, ulcers_on_tongue, vomiting,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, yellowish_skin, nausea,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, skin_rash, stomach_pain, burning_micturition,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Peptic ulcer diseae,,, vomiting, indigestion, loss_of_appetite, abdominal_pain,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,Follow a balanced and nutritious diet, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,Balanced Diet,Protein-rich foods,Fruits and vegetables,Whole grains,Antiretroviral drugs,Protease inhibitors,Integrase inhibitors,Entry inhibitors,avoid open cuts,wear ppe if possible,consult doctor,follow up
Diabetes ,,, fatigue, weight_loss, restlessness, lethargy,,,,,,,,,have balanced diet,exercise,consult doctor,follow up
Gastroenteritis,"Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria.",Stay hydrated, vomiting, sunken_eyes, dehydration, diarrhoea,Bland Diet,Bananas,Rice,Applesauce,Antibiotics,Antiemetic drugs,Antidiarrheal drugs,IV fluids,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, breathlessness,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Hypertension ,,, headache, chest_pain, dizziness, loss_of_balance,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side, altered_sensorium,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, fatigue, weight_loss,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, high_fever, sweating,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, fatigue, lethargy,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,Stay hydrated, skin_rash, chills, joint_pain, vomiting,Dengue Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antibiotics,Antipyretics,Analgesics,IV fluids,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,Consume easily digestible foods, chills, vomiting, fatigue, high_fever,Typhoid Diet,High-Calorie Diet,Soft and bland foods,Hydration,Vaccination,Antiviral drugs,IV fluids,Blood transfusions,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
hepatitis A,hepatitis A is a viral liver disease.,Stay hydrated, joint_pain, vomiting, yellowish_skin, dark_urine,Hepatitis A Diet,High-Calorie Diet,Soft and bland foods,Hydration,Vaccination,Antiviral drugs,IV fluids,Blood transfusions,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,Follow a balanced and nutritious diet,itching, fatigue, lethargy, yellowish_skin,Hepatitis B Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,IV fluids,Blood transfusions,Platelet transfusions,consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,Follow a balanced and nutritious diet, fatigue, yellowish_skin, nausea, loss_of_appetite,Hepatitis C Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,IV fluids,Blood transfusions,Platelet transfusions,Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,Follow a balanced and nutritious diet, joint_pain, vomiting, fatigue, yellowish_skin,Hepatitis D Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,IV fluids,Blood transfusions,Platelet transfusions,consult doctor,medication,eat healthy,follow up
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,Stay hydrated, joint_pain, vomiting, fatigue, high_fever,Hepatitis E Diet,High-Calorie Diet,Soft and bland foods,Hydration,Alcohol cessation,Corticosteroids,IV fluids,Liver transplant,stop alcohol consumption,rest,consult doctor,medication
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,Avoid alcohol consumption, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,Antibiotics,Isoniazid,Rifampin,Ethambutol,stop alcohol consumption,consult doctor,medication,follow up
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,Consume a high-protein diet, chills, vomiting, fatigue, weight_loss,TB Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antipyretics,Decongestants,Cough suppressants,Antihistamines,cover mouth,consult doctor,medication,rest
Common Cold,Common Cold is a viral infection of the upper respiratory tract.,Stay hydrated, continuous_sneezing, chills, fatigue, cough,Cold Diet,Hydration,Warm fluids,Rest,Antibiotics,Antiviral drugs,Antifungal drugs,IV fluids,drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
Pneumonia,Pneumonia is an inflammatory condition affecting the air sacs in the lungs.,Stay hydrated, chills, fatigue, cough, high_fever,Pneumonia Diet,High-Calorie Diet,Soft and bland foods,Hydration,Laxatives,Pain relievers,Warm baths,Cold compresses,consult doctor,medication,rest,follow up
Dimorphic hemmorhoids(piles),Dimorphic hemmorhoids(piles) is a condition characterized by swollen blood vessels in the rectum.,Consume high-fiber foods, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,Hemorrhoids Diet,High-Fiber Diet,Hydration,Warm baths,Nitroglycerin,Aspirin,Beta-blockers,Calcium channel blockers,avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
Heart attack,Heart attack is a sudden and severe reduction in blood flow to the heart muscle.,Follow a heart-healthy diet, vomiting, breathlessness, sweating, chest_pain,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Compression stockings,Exercise,Elevating the legs,Sclerotherapy,call ambulance,chew or swallow asprin,keep calm,
Varicose veins,"Varicose veins are enlarged, twisted veins that usually appear on the legs.",Consume a high-fiber diet, fatigue, cramps, bruising, obesity,Varicose Veins Diet,High-Fiber Diet,Fruits and vegetables,Whole grains,Levothyroxine,Antithyroid medications,Beta-blockers,Radioactive iodine,lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
Hypothyroidism,Hypothyroidism is a condition where the thyroid gland doesn't produce enough thyroid hormone.,Include iodine-rich foods, fatigue, weight_gain, cold_hands_and_feets, mood_swings,Hypothyroidism Diet,Iodine-rich foods,Selenium-rich foods,Fruits and vegetables,Antithyroid medications,Radioactive iodine,Thyroid surgery,Beta-blockers,reduce stress,exercise,eat healthy,get proper sleep
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,Limit iodine intake, fatigue, mood_swings, weight_loss, restlessness,Hyperthyroidism Diet,Low-Iodine Diet,Calcium-rich foods,Selenium-rich foods,Glucose tablets,Candy or juice,Glucagon injection,IV dextrose,eat healthy,massage,use lemon balm,take radioactive iodine treatment
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,Consume complex carbohydrates, vomiting, fatigue, anxiety, sweating,Hypoglycemia Diet,Complex carbohydrates,Protein-rich snacks,Fiber-rich foods,Pain relievers,Exercise,Hot and cold packs,Joint protection,lie down on side,check in pulse,drink sugary drinks,consult doctor
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,Consume anti-inflammatory foods, joint_pain, neck_pain, knee_pain, hip_joint_pain,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,NSAIDs,Disease-modifying antirheumatic drugs (DMARDs),Biologics,Corticosteroids,acetaminophen,consult nearest hospital,follow up,salt baths
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.",Consume anti-inflammatory foods, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Vestibular rehabilitation,Canalith repositioning,Medications for nausea,Surgery,exercise,use hot and cold therapy,try acupuncture,massage
(vertigo) Paroymsal  Positional Vertigo,,"Avoid trigger foods (caffeine, alcohol)", vomiting, headache, nausea, spinning_movements,,,,,,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,Consume a balanced diet, skin_rash, pus_filled_pimples, blackheads, scurring,Acne Diet,Low-Glycemic Diet,Hydration,Fruits and vegetables,Antibiotics,Pain relievers,Antihistamines,Corticosteroids,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,Stay hydrated, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,UTI Diet,Hydration,Cranberry juice,Probiotics,Antibiotics,Urinary analgesics,Phenazopyridine,Antispasmodics,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, high_fever, blister, red_sore_around_nose,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, shivering, chills, watering_from_eyes,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, acidity, ulcers_on_tongue, vomiting,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, yellowish_skin, nausea,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, skin_rash, stomach_pain, burning_micturition,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Peptic ulcer diseae,,, vomiting, indigestion, loss_of_appetite, abdominal_pain,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,Follow a balanced and nutritious diet, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,Balanced Diet,Protein-rich foods,Fruits and vegetables,Whole grains,Antiretroviral drugs,Protease inhibitors,Integrase inhibitors,Entry inhibitors,avoid open cuts,wear ppe if possible,consult doctor,follow up
Diabetes ,,, fatigue, weight_loss, restlessness, lethargy,,,,,,,,,have balanced diet,exercise,consult doctor,follow up
Gastroenteritis,"Gastroenteritis is an inflammation of the stomach and intestines, typically caused by a virus or bacteria.",Stay hydrated, vomiting, sunken_eyes, dehydration, diarrhoea,Bland Diet,Bananas,Rice,Applesauce,Antibiotics,Antiemetic drugs,Antidiarrheal drugs,IV fluids,stop eating solid food for while,try taking small sips of water,rest,ease back into eating
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, breathlessness,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Hypertension ,,, headache, chest_pain, dizziness, loss_of_balance,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side, altered_sensorium,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Jaundice,"Jaundice is a yellow discoloration of the skin and eyes, often indicating liver problems.",Stay hydrated,itching, vomiting, fatigue, weight_loss,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,IV fluids,Blood transfusions,Liver transplant,Medications for itching,drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,Stay hydrated, chills, vomiting, high_fever, sweating,Malaria Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antimalarial drugs,Antipyretics,Antiemetic drugs,IV fluids,Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,Stay hydrated,itching, skin_rash, fatigue, lethargy,Chicken Pox Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,Pain relievers,IV fluids,Blood transfusions,use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,Stay hydrated, skin_rash, chills, joint_pain, vomiting,Dengue Diet,Hydration,High-Calorie Diet,Soft and bland foods,Antibiotics,Antipyretics,Analgesics,IV fluids,drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,Consume easily digestible foods, chills, vomiting, fatigue, high_fever,Typhoid Diet,High-Calorie Diet,Soft and bland foods,Hydration,Vaccination,Antiviral drugs,IV fluids,Blood transfusions,eat high calorie vegitables,antiboitic therapy,consult doctor,medication
hepatitis A,hepatitis A is a viral liver disease.,Stay hydrated, joint_pain, vomiting, yellowish_skin, dark_urine,Hepatitis A Diet,High-Calorie Diet,Soft and bland foods,Hydration,Vaccination,Antiviral drugs,IV fluids,Blood transfusions,Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
Hepatitis B,Hepatitis B is a viral infection that attacks the liver.,Follow a balanced and nutritious diet,itching, fatigue, lethargy, yellowish_skin,Hepatitis B Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,IV fluids,Blood transfusions,Platelet transfusions,consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,Hepatitis C is a viral infection that causes liver inflammation.,Follow a balanced and nutritious diet, fatigue, yellowish_skin, nausea, loss_of_appetite,Hepatitis C Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,IV fluids,Blood transfusions,Platelet transfusions,Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis D,Hepatitis D is a serious liver disease caused by the hepatitis D virus.,Follow a balanced and nutritious diet, joint_pain, vomiting, fatigue, yellowish_skin,Hepatitis D Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antiviral drugs,IV fluids,Blood transfusions,Platelet transfusions,consult doctor,medication,eat healthy,follow up
Hepatitis E,Hepatitis E is a viral infection that causes liver inflammation.,Stay hydrated, joint_pain, vomiting, fatigue, high_fever,Hepatitis E Diet,High-Calorie Diet,Soft and bland foods,Hydration,Alcohol cessation,Corticosteroids,IV fluids,Liver transplant,stop alcohol consumption,rest,consult doctor,medication
Alcoholic hepatitis,Alcoholic hepatitis is inflammation of the liver due to alcohol consumption.,Avoid alcohol consumption, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,Liver-Healthy Diet,Low-fat Diet,Fruits and vegetables,Whole grains,Antibiotics,Isoniazid,Rifampin,Ethambutol,stop alcohol consumption,consult doctor,medication,follow up
Tuberculosis,Tuberculosis is a bacterial infection that primarily affects the lungs.,Consume a high-protein diet, chills, vomiting, fatigue, weight_loss,TB Diet,High-Calorie Diet,Soft and bland foods,Hydration,Antipyretics,Decongestants,Cough suppressants,Antihistamines,cover mouth,consult doctor,medication,rest
